Old Order Id,What is wrong,Magento Sku/eCodes_ID,gp_sku/product_sk,
 1004250-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004268-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004258-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004257-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004261-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004253-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004262-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004265-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004264-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004267-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004256-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004249-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004259-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004251-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004260-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004263-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004255-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1007470-57495848,gpsku empty,IC-P-2006-000016,8706S06,
 1010779-94595285,gpsku empty,NY-P-2007-000014,8706SCA07,
 1036279-75303773,gpsku empty,IC-P-2006-000001,8700S06,
1000030,gpsku empty,IC-P-2003-000005,8730S03,
 1004284-89508023,gpsku empty,IC-P-1996-000004,8750S96,
 1004288-16679491,gpsku empty,OH-P-2005-000004,8705SOH07,
 1024627-18516460,gpsku empty,IC-P-2009-000006,8755S09,
 1024631-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1024632-87699058,gpsku empty,IC-P-2006-000001,8700S06,
 1036314-65363703,gpsku empty,IC-P-2012-000019,8705S12,
1000031,gpsku empty,IC-P-2003-000005,8730S03,
 1016980-11168309,gpsku empty,CC-P-2006-000005,8720S06,
 1016982-96726406,gpsku empty,IC-P-2009-000016,8706S09,
 1024682-16853749,gpsku empty,IC-P-2006-000002,8710S06,
 1036382-41778553,gpsku empty,IC-P-2009-000001,8700S09,
 1036352-28505377,gpsku empty,IC-P-2009-000005,8730S09,
 1036351-12996516,gpsku empty,IC-P-2009-000001,8700S09,
 1036357-60520021,gpsku empty,IC-P-2006-000014,8780S06,
 1036373-71835410,gpsku empty,CC-P-2009-000009,8756S09,
1000032,gpsku empty,IC-P-2003-000002,8710S03,
 1001042-30349427,gpsku empty,IC-P-2000-000001,8700S00,
 1001044-70800550,gpsku empty,IC-P-1999-000001,8700S99,
 1004303-31777288,gpsku empty,IC-P-2003-000003,8740S03,
 1017001-44556616,gpsku empty,IC-P-1996-000004,8750S96,
 1024701-88562769,gpsku empty,CC-P-2009-000001,870P09,
 1024718-74521696,gpsku empty,IC-P-2009-000002,8710S09,
 1024697-27174462,gpsku empty,IC-P-1999-000001,8700S99,
 1036431-73158596,gpsku empty,IC-P-2000-000001,8700S00,
 1017007-97577513,gpsku empty,IC-P-2003-000006,8755S03,
 1017009-86662200,gpsku empty,IC-P-2006-000001,8700S06,
 1024733-89727752,gpsku empty,CC-P-2009-000001,870P09,
 1024739-13189404,gpsku empty,IC-P-2009-000003,8740S09,
 1036478-78481247,gpsku empty,FL-P-2007-000011,8705SFL07,
1000034,gpsku empty,IC-P-2003-000001,8700S03,
1000033,gpsku empty,IC-P-2003-000017,8705S03,
 1007498-39311631,gpsku empty,IC-P-2000-000001,8700S00,
 1017033-34807956,gpsku empty,IC-P-2009-000001,8700S09,
 1017034-68908205,gpsku empty,CC-P-2006-000004,873S06,
 1017024-44180759,gpsku empty,IC-P-1995-000002,8780S95,
 1024779-51060687,gpsku empty,CA-P-2010-000007,8700SCA10,
 1004317-70590445,gpsku empty,IC-P-2006-000019,8705S06,
 1004315-26307879,gpsku empty,FL-P-2004-000005,8755SFL04,
 1004316-26307879,gpsku empty,FL-P-2004-000005,8755SFL04,
 1007507-94527749,gpsku empty,IC-P-1992-000001,8722S92,
 1010826-99628034,gpsku empty,IC-P-2006-000005,8730S06,
 1010824-20809258,gpsku empty,NY-P-2007-000002,8700SNY07,
 1001059-46727678,gpsku empty,IC-P-1999-000001,8700S99,
 1007513-47471645,gpsku empty,IC-P-2003-000001,8700S03,
 1017051-82015760,gpsku empty,IC-P-2006-000002,8710S06,
 1024797-58947173,gpsku empty,IC-P-1998-000004,8750S98,
 1024805-27797300,gpsku empty,CC-P-2009-000011,870S091,
 1036507-71098521,gpsku empty,IC-P-2009-000025,8722S09,
 1036527-75455250,gpsku empty,IC-P-1998-000004,8750S98,
1000037,gpsku empty,IC-P-2003-000001,8700S03,
1000036,gpsku empty,NC-P-2002-000003,8700SNC02,
1000038,gpsku empty,IC-P-2003-000013,8798S03,
 1001063-75199453,gpsku empty,IC-P-2003-000003,8740S03,
 1004329-96078491,gpsku empty,IC-P-1995-000002,8780S95,
 1004335-93934200,gpsku empty,IC-P-2003-000001,8700S03,
 1024828-15128769,gpsku empty,CC-P-2006-000001,870S06,
 1024832-61406236,gpsku empty,CC-P-2006-000004,873S06,
1000040,gpsku empty,IC-P-2003-000013,8798S03,
1000039,gpsku empty,IC-P-2003-000004,8720S03,
1000041,gpsku empty,NC-P-2002-000011,8710SNC02,
 1004337-15966418,gpsku empty,IC-P-2003-000006,8755S03,
 1004344-30481969,gpsku empty,IC-P-2003-000017,8705S03,
 1017069-11484789,gpsku empty,CC-P-2006-000001,870S06,
 1017070-52561205,gpsku empty,CC-P-2006-000012,870S062,
 1017081-61830249,gpsku empty,IC-P-2009-000001,8700S09,
 1024856-59333609,gpsku empty,IC-P-2009-000016,8706S09,
 1024845-78610901,gpsku empty,IC-P-1996-000002,8700S96,
1000042,gpsku empty,IC-P-2003-000002,8710S03,
1000043,gpsku empty,IC-P-2003-000013,8798S03,
 1017116-67215293,gpsku empty,NY-P-2007-000008,8780SNY07,
 1017115-99971219,gpsku empty,NY-P-2007-000014,8706SCA07,
 1024883-48705688,gpsku empty,IC-P-2000-000001,8700S00,
 1024903-23084027,gpsku empty,IC-P-2009-000005,8730S09,
 1036673-97606860,gpsku empty,IC-P-2006-000019,8705S06,
1000044,gpsku empty,IC-P-2000-000004,8720S00,
1000046,gpsku empty,IC-P-2003-000004,8720S03,
 1010855-17121977,gpsku empty,IC-P-2006-000004,8720S06,
 1010862-87474643,gpsku empty,IC-P-2006-000001,8700S06,
 1024937-99949554,gpsku empty,CA-P-2010-000007,8700SCA10,
 1036703-23232450,gpsku empty,CC-P-2009-000010,8709S09,
 1036709-22914530,gpsku empty,IC-P-2009-000003,8740S09,
 1036710-67540448,gpsku empty,CC-P-2009-000004,873S09,
1000048,gpsku empty,IC-P-2003-000017,8705S03,
1000047,gpsku empty,IC-P-2003-000003,8740S03,
 1004363-51778613,gpsku empty,IC-P-1995-000002,8780S95,
 1017135-14649972,gpsku empty,IC-P-2009-000016,8706S09,
 1024980-12786137,gpsku empty,IC-P-2009-000002,8710S09,
 1024973-75490337,gpsku empty,FL-P-2007-000002,8710SFL07,
 1001090-37320318,gpsku empty,IC-P-1998-000004,8750S98,
 1004378-50415884,gpsku empty,IC-P-2003-000001,8700S03,
 1004379-85993952,gpsku empty,IC-P-1995-000002,8780S95,
 1004370-81325383,gpsku empty,IC-P-2006-000019,8705S06,
 1004376-71151426,gpsku empty,IC-P-2003-000003,8740S03,
 1004372-81325383,gpsku empty,IC-P-2006-000019,8705S06,
 1010879-82290711,gpsku empty,IC-P-2006-000019,8705S06,
 1017144-88330442,gpsku empty,IC-P-1997-000001,8796S97,
 1036739-57654041,gpsku empty,IC-P-2006-000001,8700S06,
 1036756-96196417,gpsku empty,CC-P-2009-000010,8709S09,
 1001098-86430289,gpsku empty,IC-P-2000-000012,8798S00,
 1004391-81573149,gpsku empty,IC-P-2003-000017,8705S03,
 1004390-81897138,gpsku empty,IC-P-2003-000017,8705S03,
 1007597-88852953,gpsku empty,IC-P-1995-000001,8710S95,
 1007595-88852953,gpsku empty,IC-P-1999-000001,8700S99,
 1025011-55546868,gpsku empty,IC-P-2009-000001,8700S09,
 1036783-35381564,gpsku empty,IC-P-2009-000001,8700S09,
1000050,gpsku empty,IC-P-2000-000004,8720S00,
1000051,gpsku empty,IC-P-2003-000010,8750S03,
 1004396-51655813,gpsku empty,IC-P-1996-000002,8700S96,
 1004403-11475347,gpsku empty,IC-P-2006-000019,8705S06,
 1017170-46480388,gpsku empty,IC-P-2009-000016,8706S09,
 1017166-71536252,gpsku empty,IC-P-2003-000016,8722S03,
 1017171-46480388,gpsku empty,IC-P-2006-000019,8705S06,
1000052,gpsku empty,IC-P-2003-000004,8720S03,
 1004420-30009688,gpsku empty,IC-P-2006-000002,8710S06,
 1025077-96872041,gpsku empty,IC-P-2009-000019,8705S09,
 1036871-43366318,gpsku empty,CC-P-2006-000003,874S06,
1000054,gpsku empty,IC-P-2003-000003,8740S03,
 1010907-17092434,gpsku empty,IC-P-2006-000007,8760S06,
 1010908-86571325,gpsku empty,OH-P-2005-000001,8700SOH07,
 1017196-55531116,gpsku empty,IC-P-2006-000016,8706S06,
 1017202-51993130,gpsku empty,FL-P-2007-000001,8700SFL07,
 1036925-96758197,gpsku empty,IC-P-2012-000019,8705S12,
 1036930-92599339,gpsku empty,IC-P-2009-000005,8730S09,
 1036937-42786477,gpsku empty,IC-P-2009-000001,8700S09,
1000055,gpsku empty,IC-P-2003-000014,8780S03,
 1007612-17634674,gpsku empty,IC-P-1996-000003,8740S96,
 1007619-26672360,gpsku empty,IC-P-2003-000006,8755S03,
 1007616-56338680,gpsku empty,IC-P-1995-000001,8710S95,
 1010917-10612727,gpsku empty,IC-P-2003-000016,8722S03,
 1010918-37862630,gpsku empty,IC-P-2000-000001,8700S00,
 1017223-91059708,gpsku empty,IC-P-2009-000001,8700S09,
 1010932-43921494,gpsku empty,IC-P-2006-000001,8700S06,
 1010929-56964994,gpsku empty,OH-P-2005-000004,8705SOH07,
 1017226-40574920,gpsku empty,OH-P-2005-000004,8705SOH07,
 1025181-27783855,gpsku empty,IC-P-2009-000019,8705S09,
 1007636-81573149,gpsku empty,IC-P-2003-000017,8705S03,
 1010940-72632939,gpsku empty,IC-P-2006-000001,8700S06,
 1025198-86521537,gpsku empty,CC-P-2009-000005,872S09,
1000056,gpsku empty,IC-P-2003-000017,8705S03,
 1001132-29584529,gpsku empty,IC-P-2003-000001,8700S03,
 1007651-22476752,gpsku empty,IC-P-2006-000005,8730S06,
 1025236-68926115,gpsku empty,IC-P-1997-000004,8720S97,
 1025232-91209305,gpsku empty,IC-P-2009-000019,8705S09,
 1025218-49866130,gpsku empty,OH-P-2005-000004,8705SOH07,
 1025206-87091418,gpsku empty,NY-P-2007-000013,8705SNY07,
 1025207-31186061,gpsku empty,IC-P-2009-000003,8740S09,
 1037025-36182493,gpsku empty,IC-P-1995-000001,8710S95,
 1037034-52366435,gpsku empty,IC-P-2012-000001,8700S12,
1000057,gpsku empty,IC-P-2003-000002,8710S03,
 1004469-35686772,gpsku empty,IC-P-2006-000001,8700S06,
 1004466-22224430,gpsku empty,IC-P-2006-000019,8705S06,
 1007658-43371984,gpsku empty,IC-P-2003-000002,8710S03,
 1017251-75002924,gpsku empty,IC-P-2009-000019,8705S09,
 1025246-96872041,gpsku empty,CA-P-2010-000008,8705SCA10,
 1025247-96872041,gpsku empty,CA-P-2010-000008,8705SCA10,
 1025244-99994784,gpsku empty,IC-P-2009-000010,8750S09,
 1037092-50730780,gpsku empty,IC-P-2012-000002,8710S12,
1000058,gpsku empty,IC-P-2000-000001,8700S00,
1000059,gpsku empty,IC-P-2003-000001,8700S03,
 1017266-46480388,gpsku empty,IC-P-2006-000019,8705S06,
 1037125-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037126-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037128-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037129-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037130-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037133-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037134-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037135-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037136-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037137-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1037121-66105193,gpsku empty,CC-P-2006-000003,874S06,
 1010963-86476964,gpsku empty,CA-P-2007-000008,8705SCA07,
 1010957-59183336,gpsku empty,CA-P-2007-000008,8705SCA07,
 1025297-41934288,gpsku empty,CC-P-2009-000004,873S09,
 1004484-18855079,gpsku empty,IC-P-1996-000002,8700S96,
 1007666-14198438,gpsku empty,IC-P-2006-000001,8700S06,
 1010966-14824231,gpsku empty,IC-P-1996-000002,8700S96,
 1004487-26200884,gpsku empty,IC-P-1999-000001,8700S99,
 1025329-94245533,gpsku empty,IC-P-2006-000001,8700S06,
 1037189-86253376,gpsku empty,IC-P-2009-000001,8700S09,
1000061,gpsku empty,IC-P-2003-000001,8700S03,
1000060,gpsku empty,IC-P-2003-000001,8700S03,
 1025337-90934544,gpsku empty,IC-P-2009-000019,8705S09,
 1025334-90934544,gpsku empty,IC-P-2009-000019,8705S09,
 1025338-90934544,gpsku empty,IC-P-2009-000019,8705S09,
 1025335-90934544,gpsku empty,IC-P-2009-000019,8705S09,
 1025336-90934544,gpsku empty,IC-P-2009-000019,8705S09,
 1037227-74358461,gpsku empty,IC-P-1996-000002,8700S96,
 1001167-14779602,gpsku empty,IC-P-1996-000004,8750S96,
 1004493-68584030,gpsku empty,IC-P-2006-000019,8705S06,
 1017299-46480388,gpsku empty,IC-P-2003-000016,8722S03,
 1025370-74769336,gpsku empty,IC-P-2006-000002,8710S06,
 1025380-96872041,gpsku empty,IC-P-2003-000017,8705S03,
 1025379-68570707,gpsku empty,IC-P-2009-000001,8700S09,
 1037232-77522304,gpsku empty,IC-P-2009-000001,8700S09,
1000062,gpsku empty,IC-P-2003-000004,8720S03,
 1010973-77407153,gpsku empty,IC-P-2006-000001,8700S06,
 1025414-75169477,gpsku empty,IC-P-2009-000014,8780S09,
 1025408-32683584,gpsku empty,NY-P-2010-000010,8705SNY10,
 1025410-85303690,gpsku empty,IC-P-2009-000006,8755S09,
 1037283-96758197,gpsku empty,IC-P-2006-000019,8705S06,
1000063,gpsku empty,IC-P-2003-000003,8740S03,
1000064,gpsku empty,IC-P-2003-000002,8710S03,
 1004503-47622757,gpsku empty,IC-P-2006-000003,8740S06,
 1017326-58251924,gpsku empty,IC-P-2009-000001,8700S09,
 1017316-58660585,gpsku empty,NY-P-2007-000013,8705SNY07,
 1017323-83585110,gpsku empty,CA-P-2007-000003,8700SCA071,
 1010987-13553391,gpsku empty,IC-P-2006-000019,8705S06,
 1010991-46440118,gpsku empty,IC-P-2003-000016,8722S03,
 1025439-97374401,gpsku empty,IC-P-2009-000016,8706S09,
